Genome,ID,Start,Stop,Size (nt),Strand,Function
Bacillus anthracis (strain CDC 684 / NRRL 3495),C3L6L9,824717,825037,318,-,Rhodanese; Rhodanese_C; UPF0176_N; InterPro=IPR036873; IPR020936; IPR001763; IPR022111; IPR040503
Bacillus anthracis (strain CDC 684 / NRRL 3495),C3L6N3,829810,830245,434,-,Amidohydro_1; InterPro=IPR011059; IPR023512; IPR006680; IPR050287; IPR032466
Bacillus anthracis (strain CDC 684 / NRRL 3495),C3L6P6,834144,834702,556,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus anthracis (strain CDC 684 / NRRL 3495),C3L6U1,848545,848873,326,-,AsnA; InterPro=IPR045864; IPR004618; IPR006195
Bacillus anthracis (strain CDC 684 / NRRL 3495),C3L7G5,856651,857098,445,-,PALP; InterPro=IPR036052; IPR011780; IPR001926; IPR050147
Bacillus cereus (strain ATCC 10987 / NRS 248),Q73A48,623234,623311,75,+,ACT_5; InterPro=IPR002912; IPR004789; IPR045865; IPR039557
Bacillus cereus (strain ATCC 10987 / NRS 248),Q73A47,623316,623651,334,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Bacillus cereus (strain ATCC 10987 / NRS 248),Q9XBI3,623667,624225,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus cereus (strain ATCC 10987 / NRS 248),Q3V8A5,624243,624656,411,+,PALP; Thr_dehydrat_C; InterPro=IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR011820
Bacillus cereus (strain ATCC 10987 / NRS 248),Q73A46,624683,624758,74,-,none
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),A7GNQ5,515628,515928,298,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),A7GNQ6,515935,515980,43,+,none
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),A7GNQ7,516238,516796,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),A7GNQ8,516807,517228,419,+,PALP; Thr_dehydrat_C; InterPro=IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR011820
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),A7GNQ9,517302,517542,238,+,DUF554; InterPro=IPR007563
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 /NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),Q62TR3,757373,757581,207,-,SAM_MT; InterPro=IPR029063; IPR007536
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 /NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),Q65IB1,757642,757786,143,-,Disulph_isomer; InterPro=IPR009474
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 /NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),Q65IB0,757817,758376,557,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 /NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),Q65IA9,758486,758864,377,-,Nfu_N; HEAT_2; Virulence_fact; InterPro=IPR011989; IPR036498; IPR014824; IPR025989; IPR016024
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 /NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),Q65IA8,758875,759098,222,-,HD; InterPro=IPR006674; IPR003607
Bacillus mycoides (strain KBAB4),A9VPN5,583549,583626,75,+,ACT_5; InterPro=IPR002912; IPR004789; IPR045865; IPR039557
Bacillus mycoides (strain KBAB4),A9VPN6,583631,583968,336,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Bacillus mycoides (strain KBAB4),A9VPN7,583984,584542,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus mycoides (strain KBAB4),A9VPN8,584553,584973,419,+,PALP; Thr_dehydrat_C; InterPro=IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR011820
Bacillus mycoides (strain KBAB4),A9VPN9,585006,585081,74,-,none
Bacillus pumilus (strain SAFR-032),A8FEC3,657526,657789,261,-,SAM_MT; InterPro=IPR029063; IPR007536
Bacillus pumilus (strain SAFR-032),A8FEC4,657811,657956,143,-,Disulph_isomer; InterPro=IPR009474
Bacillus pumilus (strain SAFR-032),A8FEC5,657983,658542,557,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus pumilus (strain SAFR-032),A8FEC6,658644,659023,377,-,Nfu_N; HEAT_2; Virulence_fact; InterPro=IPR011989; IPR036498; IPR014824; IPR025989; IPR016024
Bacillus pumilus (strain SAFR-032),A8FEC7,659033,659237,202,-,HD; InterPro=IPR006674; IPR003607
Bacillus subtilis (strain 168),P54171,766469,766726,256,-,SAM_MT; InterPro=IPR029063; IPR007536
Bacillus subtilis (strain 168),P54170,766740,766885,143,-,Disulph_isomer; InterPro=IPR009474
Bacillus subtilis (strain 168),P51785,766921,767479,557,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus subtilis (strain 168),P54169,767576,767953,376,-,Nfu_N; HEAT_2; Virulence_fact; InterPro=IPR011989; IPR036498; IPR014824; IPR025989; IPR016024
Bacillus subtilis (strain 168),P54168,767973,768179,204,-,HD; InterPro=IPR006674; IPR003607
Bacillus thuringiensis (strain Al Hakam),A0RCL1,590989,591068,78,+,ACT_5; InterPro=IPR002912; IPR004789; IPR045865; IPR039557
Bacillus thuringiensis (strain Al Hakam),A0RCL2,591073,591409,334,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Bacillus thuringiensis (strain Al Hakam),A0RCL3,591425,591982,556,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus thuringiensis (strain Al Hakam),A0RCL4,591993,592414,419,+,PALP; Thr_dehydrat_C; InterPro=IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR011820
Bacillus thuringiensis (strain Al Hakam),A0RCL5,592534,592902,366,-,PGA_cap; InterPro=IPR029052; IPR019079; IPR052169
Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),A7Z5T5,701735,701992,255,-,SAM_MT; InterPro=IPR029063; IPR007536
Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),A7Z5T6,702005,702150,143,-,Disulph_isomer; InterPro=IPR009474
Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),A7Z5T7,702177,702736,557,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),A7Z5T8,702820,703198,376,-,Nfu_N; HEAT_2; Virulence_fact; InterPro=IPR011989; IPR036498; IPR014824; IPR025989; IPR016024
Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),A7Z5T9,703221,703423,201,-,HD; InterPro=IPR006674; IPR003607
Bacteroides fragilis (strain YCH46),Q64PS8,1423491,1423677,185,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Bacteroides fragilis (strain YCH46),Q64PS7,1423682,1424248,564,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Bacteroides fragilis (strain YCH46),Q64PS6,1424266,1424867,599,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacteroides fragilis (strain YCH46),Q64PS5,1424975,1425368,391,-,DUF4221; InterPro=IPR025316
Bacteroides fragilis (strain YCH46),Q64PS4,1425497,1426212,714,-,Collagen; Fib_succ_major; DUF4988; InterPro=IPR011871; IPR032149
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A610,866977,867165,186,-,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A609,867171,867737,564,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A608,867753,868354,599,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A607,868512,868704,190,+,FKBP_C; InterPro=IPR048261; IPR046357; IPR001179
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 /CCUG 10774 / NCTC 10582 / VPI-5482 / E50),Q8A606,868748,869177,428,-,SDH_alpha; InterPro=IPR021144; IPR005130
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G545,43187,43629,441,-,EPSP_synthase; InterPro=IPR036968; IPR006264; IPR001986; IPR013792
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0R4J927,43692,43818,125,+,FYDLN_acid; InterPro=IPR012644
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G543,44170,44783,611,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),Q6G542,45542,46457,913,-,MutS_V; MutS_I; MutS_II; MutS_IV; MutS_III; InterPro=IPR036678; IPR016151; IPR027417; IPR005748; IPR000432; IPR007695; IPR007860; IPR007861; IPR007696; IPR017261; IPR045076; IPR036187
Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston1),A0A0H3M4C6,46527,47293,764,+,malic; PTA_PTB; Malic_M; InterPro=IPR037062; IPR042112; IPR042113; IPR012301; IPR002505; IPR012302; IPR012188; IPR051674; IPR036291; IPR046346; IPR045213
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILR8,43100,43244,142,+,HSP20; InterPro=IPR008978; IPR002068; IPR037913
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS2,43253,43337,82,+,DUF1150; InterPro=IPR009531
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS3,43739,44352,611,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILS6,44373,44418,43,+,none
Bartonella tribocorum (strain CIP 105476 / IBS 506),A9ILT1,44779,45694,913,-,MutS_V; MutS_I; MutS_II; MutS_IV; MutS_III; InterPro=IPR036678; IPR016151; IPR027417; IPR005748; IPR000432; IPR007695; IPR007860; IPR007861; IPR007696; IPR017261; IPR045076; IPR036187
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH4,1031455,1031534,77,-,none
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH5,1031611,1031709,97,-,DUF6525; InterPro=IPR045386
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH6,1031783,1032401,616,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH7,1032499,1032716,216,+,Methyltransf_11; InterPro=IPR029063; IPR013216
Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB8712),B2IJH8,1032718,1032867,147,-,Host_attach; InterPro=IPR019291
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T5,225007,225321,312,+,OMPdecase; InterPro=IPR013785; IPR001754; IPR011995; IPR011060
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T6,225341,225537,194,+,Guanylate_kin; InterPro=IPR027417; IPR017665; IPR008145; IPR008144
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T7,225566,226186,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T8,226257,226352,93,+,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 /E194a),A1A0T9,226410,226815,403,+,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Bifidobacterium longum (strain NCC 2705),Q8G3H4,741919,742326,405,-,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Bifidobacterium longum (strain NCC 2705),Q8G3H3,742418,742513,93,-,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium longum (strain NCC 2705),Q8G3H2,742581,743201,619,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium longum (strain NCC 2705),Q8G3H1,743232,743560,327,-,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Bifidobacterium longum (strain NCC 2705),Q8G3H0,743568,743803,233,-,HAD_2; InterPro=IPR023198; IPR023214; IPR041492; IPR006439; IPR036412
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP3,783786,784307,520,-,AAA; Prot_ATP_ID_OB_C; Prot_ATP_ID_OB_N; InterPro=IPR012340; IPR027417; IPR022482; IPR003959; IPR032501; IPR041626; IPR050168; IPR003593
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP8,785864,786193,327,+,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUP9,786224,786814,588,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUQ0,786912,787007,93,+,RNA_pol_Rpb6; InterPro=IPR036161; IPR003716; IPR006110
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM1222 / NCTC 11817 / S12),B7GUQ1,787100,787506,405,+,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Blochmanniella floridana,Q7VRM0,218514,219007,491,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Blochmanniella floridana,Q7VRL9,219033,219548,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Blochmanniella floridana,Q7VRL8,219561,220179,617,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Blochmanniella floridana,Q7VRL7,220206,220513,306,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Blochmanniella floridana,Q7VRL6,220537,220616,77,-,ACT_5; InterPro=IPR045865
Blochmanniella pennsylvanica (strain BPEN),Q491Z2,243031,243522,490,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Blochmanniella pennsylvanica (strain BPEN),Q491Z1,243543,244057,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Blochmanniella pennsylvanica (strain BPEN),Q491Z0,244060,244677,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Blochmanniella pennsylvanica (strain BPEN),Q491Y9,244701,245008,305,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Blochmanniella pennsylvanica (strain BPEN),Q491Y8,245028,245107,77,-,ACT_5; InterPro=IPR045865
Bordetella avium (strain 197N),Q2KZU2,108683,108921,236,-,FimA; InterPro=IPR036937; IPR039458; IPR050263; IPR008966
Bordetella avium (strain 197N),Q2KZT9,108951,109187,234,-,FimA; InterPro=IPR036937; IPR039458; IPR050263; IPR008966
Bordetella avium (strain 197N),Q2KZT7,109235,109853,617,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bordetella avium (strain 197N),Q2KZT5,109919,110098,177,+,Acetyltransf_1; InterPro=IPR000182; IPR016181
Bordetella avium (strain 197N),Q2KZT1,110105,110350,243,-,QueC; InterPro=IPR014729; IPR018317
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LWL6,1496396,1496582,185,-,PMSR; InterPro=IPR036509; IPR002569
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LS02,1496590,1496699,107,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),Q7WFQ5,1496696,1497257,560,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),Q7WFQ4,1497297,1497560,261,+,LGT; InterPro=IPR001640
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LYX7,1497552,1497808,255,-,SIMPL; InterPro=IPR007497; IPR052022
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LSV0,865611,865879,267,-,AP_endonuc_2; InterPro=IPR013022; IPR026040; IPR050417; IPR036237
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LNC1,865878,866177,297,-,NAD_binding_2; NAD_binding_11; InterPro=IPR013328; IPR006115; IPR029154; IPR015815; IPR008927; IPR036291
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),Q7WJP7,866176,866747,569,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LVC4,866760,866987,225,-,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LM77,867052,867549,495,-,DUF1214; DUF1254; InterPro=IPR037049; IPR037050; IPR010621; IPR010679
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LSV5,868146,868448,301,+,HTH_18; InterPro=IPR018060
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LNC4,868461,868690,227,-,GntR; FCD; InterPro=IPR036388; IPR008920; IPR000524; IPR011711; IPR036390
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LVD3,868692,869273,579,-,ILVD_EDD; InterPro=IPR042096; IPR000581; IPR052352; IPR037237
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LM81,869351,869685,333,+,TctC; InterPro=IPR042100; IPR005064
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LM78,869690,870236,544,-,GMC_oxred_N; GMC_oxred_C; InterPro=IPR036188; IPR000172; IPR007867; IPR012132
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LLX2,147961,148294,332,-,HMGL; like; InterPro=IPR013785; IPR000891; IPR039371
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LIC3,148318,148588,268,+,AraC_binding; HTH_18; InterPro=IPR014710; IPR003313; IPR018060; IPR020449; IPR009057; IPR011051
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),Q7WQA2,148614,149233,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),A0A0H3LPJ7,149253,149699,444,-,GFO_IDH_MocA; SAF; DRL_cat; InterPro=IPR000683; IPR013974; IPR048423; IPR036291
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50),Q7WQA0,149742,149929,185,-,NT5C; InterPro=IPR023214; IPR010708; IPR036412
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7W499,1360765,1360951,185,-,PMSR; InterPro=IPR036509; IPR002569
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7W498,1360959,1361070,109,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7W497,1361065,1361659,593,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7W496,1361666,1361929,261,+,LGT; InterPro=IPR001640
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7W495,1361921,1362177,255,-,SIMPL; InterPro=IPR007497; IPR052022
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7WCA0,149580,149914,332,-,HMGL; like; InterPro=IPR013785; IPR000891; IPR039371
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7WC99,149937,150192,253,+,AraC_binding; HTH_18; InterPro=IPR014710; IPR003313; IPR018060; IPR011051
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7WC98,150218,150838,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7WC97,150857,151303,444,-,GFO_IDH_MocA; SAF; DRL_cat; InterPro=IPR000683; IPR013974; IPR048423; IPR036291
Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253),Q7WC96,151346,151533,185,-,NT5C; InterPro=IPR023214; IPR010708; IPR036412
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7VUN8,1080480,1080667,185,-,PMSR; InterPro=IPR036509; IPR002569
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7VUN7,1080675,1080785,109,-,Cytochrom_C; InterPro=IPR036909; IPR009056; IPR002324
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7VUN6,1080780,1081343,561,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7VUN5,1081383,1081645,261,+,LGT; InterPro=IPR001640
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7TTC0,1081881,1082198,315,+,LZ_Tnp_IS481; rve_3; InterPro=IPR010982; IPR036397; IPR047656; IPR024967; IPR001584; IPR009057; IPR012337
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7W071,97481,97815,332,-,HMGL; like; InterPro=IPR013785; IPR000891; IPR039371
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7W070,97839,98108,268,+,AraC_binding; HTH_18; InterPro=IPR014710; IPR003313; IPR018060; IPR020449; IPR009057; IPR011051
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7W069,98134,98754,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7W068,98797,99198,399,-,MFS_1; InterPro=IPR036259; IPR011701; IPR020846; IPR050189
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Q7W067,99236,99529,292,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390
